date	phot_tot	phos_storm	QGW_slide	QGW_locmin
07/29/1994	    2.49	    2.44	    2.46	    2.49
07/30/1994	    2.46	    2.44	    2.44	    2.46
07/31/1994	    2.44	    2.44	    2.37	    2.44
08/01/1994	    2.37	    2.37	    2.37	    2.37
08/02/1994	    6.50	    2.37	    2.37	    2.33
08/03/1994	    8.90	    2.37	    6.50	    2.28
08/04/1994	   14.00	    2.26	    2.50	    2.23
08/05/1994	    2.50	    2.26	    2.26	    2.19
08/06/1994	    2.26	    2.26	    2.23	    2.14
08/07/1994	    2.23	    2.01	    2.23	    2.10
08/08/1994	    2.23	    2.01	    2.01	    2.05
08/09/1994	    2.01	    2.01	    2.01	    2.01
08/10/1994	    8.60	    2.63	    2.01	    2.20
08/11/1994	    7.00	    2.63	    2.63	    2.41
08/12/1994	    2.63	    2.63	    2.63	    2.63
08/13/1994	    2.69	    2.45	    2.51	    2.57
08/14/1994	    2.51	    2.45	    2.45	    2.51
08/15/1994	    2.45	    2.45	    2.39	    2.45
08/16/1994	    2.39	    2.39	    2.39	    2.39
08/17/1994	    2.46	    2.39	    2.39	    2.46
08/18/1994	    8.60	    2.39	    2.46	    2.60
08/19/1994	    3.78	    3.24	    3.74	    2.72
08/20/1994	    3.74	    3.24	    3.24	    2.84
08/21/1994	    3.24	    3.24	    3.09	    2.96
08/22/1994	    3.09	    3.05	    3.09	    3.09
08/23/1994	    3.11	    3.05	    3.05	    3.01
08/24/1994	    3.05	    3.05	    2.85	    2.93
08/25/1994	    2.85	    2.85	    2.85	    2.85
08/26/1994	    5.40	    2.85	    2.85	    2.77
08/27/1994	    3.15	    2.85	    2.78	    2.68
08/28/1994	    2.78	    2.52	    2.52	    2.60
08/29/1994	    2.52	    2.52	    2.52	    2.52
08/30/1994	    2.72	    2.52	    2.52	    2.53
08/31/1994	    2.85	    2.54	    2.54	    2.53
09/01/1994	    2.54	    2.54	    2.54	    2.54
09/02/1994	    2.58	    2.54	    2.54	    2.54
09/03/1994	    3.69	    3.04	    2.58	    2.55
09/04/1994	    5.70	    3.04	    3.04	    2.55
09/05/1994	    3.04	    3.04	    2.80	    2.55
09/06/1994	    2.80	    2.56	    2.56	    2.56
09/07/1994	    2.56	    2.56	    2.56	    2.56
09/08/1994	    2.57	    2.56	    2.56	    2.47
09/09/1994	    2.87	    2.07	    2.40	    2.38
09/10/1994	    2.40	    2.07	    2.07	    2.29
09/11/1994	    2.07	    2.07	    2.02	    2.07
09/12/1994	    2.02	    1.98	    2.00	    2.02
09/13/1994	    2.00	    1.98	    1.98	    2.00
09/14/1994	    1.98	    1.98	    1.98	    1.98
09/15/1994	    2.05	    1.98	    1.98	    1.96
09/16/1994	    2.09	    1.98	    1.98	    1.95
09/17/1994	    1.98	    1.98	    1.93	    1.94
09/18/1994	    1.93	    1.91	    1.92	    1.93
09/19/1994	    1.92	    1.91	    1.91	    1.92
09/20/1994	    1.91	    1.91	    1.91	    1.91
09/21/1994	    1.92	    1.92	    1.91	    1.92
09/22/1994	    2.27	    1.92	    1.92	    1.93
09/23/1994	    2.37	    1.92	    2.27	    1.94
09/24/1994	    6.00	    6.00	    2.37	    1.95
09/25/1994	   25.00	    6.00	    6.00	    1.96
09/26/1994	   13.00	    6.00	    3.19	    1.97
09/27/1994	    3.19	    2.44	    2.75	    1.98
09/28/1994	    2.75	    2.44	    2.44	    1.99
09/29/1994	    2.44	    2.44	    2.37	    2.00
09/30/1994	    2.37	    2.03	    2.03	    2.01
10/01/1994	    2.03	    2.03	    2.03	    2.03
10/02/1994	    2.24	    2.03	    2.03	    2.09
10/03/1994	    2.49	    2.47	    2.24	    2.16
10/04/1994	    2.53	    2.47	    2.47	    2.23
10/05/1994	    2.47	    2.47	    2.37	    2.30
10/06/1994	    2.37	    2.37	    2.37	    2.37
10/07/1994	    2.47	    2.37	    2.37	    2.32
10/08/1994	    2.44	    2.37	    2.28	    2.27
10/09/1994	    2.28	    2.17	    2.26	    2.22
10/10/1994	    2.26	    2.17	    2.17	    2.17
10/11/1994	    2.17	    2.17	    2.06	    2.13
10/12/1994	    2.06	    2.03	    2.03	    2.06
10/13/1994	    2.03	    2.03	    2.03	    2.03
10/14/1994	    2.13	    2.03	    2.03	    2.07
10/15/1994	    2.15	    2.15	    2.13	    2.11
10/16/1994	    2.19	    2.15	    2.15	    2.14
10/17/1994	    2.18	    2.15	    2.18	    2.18
10/18/1994	    2.25	    2.00	    2.16	    2.09
10/19/1994	    2.16	    2.00	    2.00	    2.01
10/20/1994	    2.00	    2.00	    1.82	    1.93
10/21/1994	    1.82	    1.70	    1.73	    1.82
10/22/1994	    1.73	    1.70	    1.70	    1.73
10/23/1994	    1.70	    1.70	    1.65	    1.70
10/24/1994	    1.65	    1.54	    1.59	    1.64
10/25/1994	    1.59	    1.54	    1.54	    1.57
10/26/1994	    1.54	    1.54	    1.44	    1.51
10/27/1994	    1.44	    1.26	    1.30	    1.44
10/28/1994	    1.30	    1.26	    1.26	    1.30
10/29/1994	    1.26	    1.26	    1.22	    1.26
10/30/1994	    1.22	    1.15	    1.18	    1.22
10/31/1994	    1.18	    1.15	    1.15	    1.18
11/01/1994	    1.15	    1.15	    1.09	    1.15
11/02/1994	    1.09	    1.08	    1.08	    1.09
11/03/1994	    1.08	    1.08	    1.08	    1.08
11/04/1994	    1.10	    1.08	    1.08	    1.07
11/05/1994	    1.15	    1.03	    1.10	    1.06
11/06/1994	    1.13	    1.03	    1.03	    1.04
11/07/1994	    1.03	    1.03	    1.03	    1.03
11/08/1994	    1.04	    1.04	    1.03	    1.01
11/09/1994	    1.09	    1.04	    1.04	    0.99
11/10/1994	    1.06	    1.04	    0.98	    0.98
11/11/1994	    0.98	    0.95	    0.95	    0.96
11/12/1994	    0.95	    0.95	    0.95	    0.95
11/13/1994	    1.10	    0.95	    0.95	    1.06
11/14/1994	    1.46	    1.46	    1.10	    1.18
11/15/1994	    1.48	    1.46	    1.46	    1.32
11/16/1994	    1.48	    1.46	    1.48	    1.48
11/17/1994	    1.53	    1.36	    1.48	    1.44
11/18/1994	    1.58	    1.36	    1.36	    1.40
11/19/1994	    1.36	    1.36	    1.36	    1.36
11/20/1994	    3.70	    3.70	    1.36	    1.39
11/21/1994	   14.00	    3.70	    3.70	    1.42
11/22/1994	    4.50	    3.70	    1.86	    1.45
11/23/1994	    1.86	    1.69	    1.73	    1.48
11/24/1994	    1.73	    1.69	    1.69	    1.51
11/25/1994	    1.69	    1.69	    1.57	    1.54
11/26/1994	    1.57	    1.57	    1.57	    1.57
11/27/1994	   10.00	    1.57	    1.57	    1.61
11/28/1994	   10.00	    1.57	    2.03	    1.64
11/29/1994	    2.03	    1.75	    1.94	    1.68
11/30/1994	    1.94	    1.75	    1.75	    1.72
12/01/1994	    1.75	    1.75	    1.75	    1.75
12/02/1994	    1.82	    1.78	    1.75	    1.76
12/03/1994	    1.81	    1.78	    1.78	    1.77
12/04/1994	    1.78	    1.78	    1.78	    1.78
12/05/1994	    1.81	    1.68	    1.72	    1.75
12/06/1994	    1.72	    1.68	    1.68	    1.72
12/07/1994	    1.68	    1.68	    1.68	    1.68
12/08/1994	    1.68	    1.68	    1.68	    1.68
12/09/1994	    1.68	    1.68	    1.68	    1.68
12/10/1994	    1.68	    1.68	    1.60	    1.64
12/11/1994	    1.60	    1.56	    1.60	    1.60
12/12/1994	    1.60	    1.56	    1.56	    1.58
12/13/1994	    1.56	    1.56	    1.56	    1.56
12/14/1994	    1.60	    1.60	    1.56	    1.58
12/15/1994	    1.60	    1.60	    1.60	    1.60
12/16/1994	    1.60	    1.60	    1.60	    1.60
12/17/1994	    1.64	    1.60	    1.60	    1.55
12/18/1994	    1.64	    1.60	    1.60	    1.50
12/19/1994	    1.60	    1.60	    1.51	    1.46
12/20/1994	    1.51	    1.36	    1.43	    1.42
12/21/1994	    1.43	    1.36	    1.36	    1.37
12/22/1994	    1.36	    1.36	    1.30	    1.33
12/23/1994	    1.30	    1.25	    1.25	    1.29
12/24/1994	    1.25	    1.25	    1.25	    1.25
12/25/1994	    1.25	    1.25	    1.25	    1.25
12/26/1994	    1.25	    1.25	    1.25	    1.25
12/27/1994	    1.31	    1.25	    1.25	    1.25
12/28/1994	    1.53	    1.25	    1.31	    1.25
12/29/1994	    1.51	    1.25	    1.43	    1.25
12/30/1994	    1.43	    1.25	    1.25	    1.25
12/31/1994	    1.25	    1.25	    1.25	    1.25
01/01/1995	    1.25	    1.21	    1.21	    1.23
01/02/1995	    1.21	    1.21	    1.21	    1.21
01/03/1995	    1.21	    1.21	    1.21	    1.21
01/04/1995	    1.21	    1.17	    1.17	    1.19
01/05/1995	    1.17	    1.17	    1.17	    1.17
01/06/1995	    1.21	    1.17	    1.17	    1.19
01/07/1995	    1.21	    1.21	    1.21	    1.21
01/08/1995	    1.21	    1.21	    1.21	    1.21
01/09/1995	    1.21	    1.21	    1.21	    1.21
01/10/1995	    1.21	    1.21	    1.21	    1.21
01/11/1995	    1.25	    1.21	    1.21	    1.23
01/12/1995	    1.25	    1.21	    1.25	    1.25
01/13/1995	    1.25	    1.25	    1.25	    1.25
01/14/1995	    1.25	    1.25	    1.25	    1.25
01/15/1995	    1.25	    1.25	    1.25	    1.25
01/16/1995	    1.25	    1.25	    1.25	    1.25
01/17/1995	    1.89	    1.25	    1.25	    1.26
01/18/1995	    4.08	    1.25	    1.89	    1.27
01/19/1995	    2.01	    1.34	    1.43	    1.27
01/20/1995	    1.43	    1.34	    1.34	    1.28
01/21/1995	    1.34	    1.34	    1.30	    1.29
01/22/1995	    1.30	    1.25	    1.30	    1.30
01/23/1995	    1.30	    1.25	    1.25	    1.27
01/24/1995	    1.25	    1.25	    1.25	    1.25
01/25/1995	    1.25	    1.25	    1.25	    1.25
01/26/1995	    1.25	    1.25	    1.25	    1.25
01/27/1995	    1.25	    1.25	    1.25	    1.25
01/28/1995	    1.25	    1.25	    1.25	    1.25
01/29/1995	    1.25	    1.25	    1.25	    1.25
01/30/1995	    1.25	    1.25	    1.25	    1.25
01/31/1995	    1.25	    1.25	    1.25	    1.25
02/01/1995	    1.25	    1.25	    1.25	    1.25
02/02/1995	    1.25	    1.25	    1.25	    1.25
02/03/1995	    1.25	    1.21	    1.25	    1.25
02/04/1995	    1.25	    1.21	    1.21	    1.23
02/05/1995	    1.21	    1.21	    1.21	    1.21
02/06/1995	    1.21	    1.21	    1.21	    1.21
02/07/1995	    1.21	    1.21	    1.21	    1.21
02/08/1995	    1.21	    1.21	    1.21	    1.21
02/09/1995	    1.21	    1.17	    1.21	    1.21
02/10/1995	    1.21	    1.17	    1.17	    1.19
02/11/1995	    1.17	    1.17	    1.17	    1.17
02/12/1995	    1.17	    1.17	    1.17	    1.17
02/13/1995	    1.17	    1.17	    1.17	    1.17
02/14/1995	    1.17	    1.17	    1.17	    1.17
02/15/1995	    1.17	    1.17	    1.17	    1.17
02/16/1995	    1.17	    1.17	    1.17	    1.17
02/17/1995	    1.17	    1.17	    1.17	    1.17
02/18/1995	    1.30	    1.30	    1.17	    1.19
02/19/1995	    3.30	    1.30	    1.30	    1.22
02/20/1995	   18.00	    1.30	    3.30	    1.25
02/21/1995	    7.50	    3.20	    5.10	    1.28
02/22/1995	    5.10	    3.20	    3.20	    1.30
02/23/1995	    3.20	    3.20	    1.73	    1.33
02/24/1995	    1.73	    1.43	    1.51	    1.36
02/25/1995	    1.51	    1.43	    1.43	    1.39
02/26/1995	    1.43	    1.43	    1.43	    1.43
02/27/1995	    1.43	    1.43	    1.43	    1.43
02/28/1995	    1.43	    1.43	    1.43	    1.43
03/01/1995	    1.43	    1.43	    1.34	    1.38
03/02/1995	    1.34	    1.30	    1.30	    1.34
03/03/1995	    1.30	    1.30	    1.30	    1.30
03/04/1995	    1.30	    1.30	    1.30	    1.30
03/05/1995	    1.30	    1.30	    1.30	    1.30
03/06/1995	    1.30	    1.30	    1.30	    1.30
03/07/1995	    1.30	    1.30	    1.30	    1.30
03/08/1995	    1.30	    1.30	    1.30	    1.30
03/09/1995	    1.30	    1.30	    1.30	    1.30
03/10/1995	    1.34	    1.30	    1.30	    1.32
03/11/1995	   35.00	    2.09	    1.34	    1.34
03/12/1995	    4.50	    2.09	    2.09	    1.37
03/13/1995	    2.09	    2.09	    1.96	    1.39
03/14/1995	    1.96	    1.64	    1.73	    1.42
03/15/1995	    1.73	    1.64	    1.64	    1.44
03/16/1995	    1.64	    1.64	    1.61	    1.47
03/17/1995	    1.61	    1.55	    1.55	    1.49
03/18/1995	    1.55	    1.55	    1.55	    1.52
03/19/1995	    1.55	    1.55	    1.55	    1.55
03/20/1995	    5.60	    2.17	    1.55	    1.57
03/21/1995	    3.60	    2.17	    2.17	    1.59
03/22/1995	    2.17	    2.17	    2.12	    1.61
03/23/1995	    2.12	    1.67	    1.83	    1.63
03/24/1995	    1.83	    1.67	    1.67	    1.65
03/25/1995	    1.67	    1.67	    1.67	    1.67
03/26/1995	    1.88	    1.88	    1.67	    1.65
03/27/1995	    3.10	    1.88	    1.88	    1.63
03/28/1995	    3.10	    1.88	    2.46	    1.61
03/29/1995	    2.46	    2.00	    2.18	    1.60
03/30/1995	    2.18	    2.00	    2.00	    1.58
03/31/1995	    2.00	    2.00	    1.94	    1.56
04/01/1995	    1.94	    1.68	    1.75	    1.54
04/02/1995	    1.75	    1.68	    1.68	    1.53
04/03/1995	    1.68	    1.68	    1.49	    1.51
04/04/1995	    1.49	    1.48	    1.48	    1.49
04/05/1995	    1.48	    1.48	    1.48	    1.48
04/06/1995	    1.55	    1.48	    1.48	    1.55
04/07/1995	    1.72	    1.72	    1.55	    1.72
04/08/1995	    2.80	    1.72	    1.72	    1.85
04/09/1995	    1.99	    1.72	    1.99	    1.99
04/10/1995	    3.60	    3.60	    1.99	    2.07
04/11/1995	   51.00	    3.60	    3.60	    2.15
04/12/1995	   96.09	    3.60	    6.80	    2.24
04/13/1995	    6.80	    2.90	    3.42	    2.33
04/14/1995	    3.42	    2.90	    2.90	    2.42
04/15/1995	    2.90	    2.90	    2.74	    2.51
04/16/1995	    2.74	    2.72	    2.72	    2.61
04/17/1995	    2.72	    2.72	    2.72	    2.72
04/18/1995	   46.62	    2.72	    2.72	    3.40
04/19/1995	   20.15	    5.32	    5.32	    4.25
04/20/1995	    5.32	    5.32	    5.32	    5.32
04/21/1995	   10.28	    5.32	    3.73	    4.69
04/22/1995	    3.73	    2.87	    3.06	    3.73
04/23/1995	    3.06	    2.87	    2.87	    3.06
04/24/1995	    2.87	    2.87	    2.83	    2.87
04/25/1995	    2.83	    2.83	    2.83	    2.83
04/26/1995	    3.70	    2.83	    2.83	    2.77
04/27/1995	    9.26	    2.83	    2.82	    2.71
04/28/1995	    2.82	    2.59	    2.59	    2.65
04/29/1995	    2.59	    2.59	    2.59	    2.59
04/30/1995	    2.93	    2.59	    2.49	    2.50
05/01/1995	    2.49	    2.15	    2.32	    2.41
05/02/1995	    2.32	    2.15	    2.15	    2.32
05/03/1995	    2.15	    2.15	    2.15	    2.15
05/04/1995	    2.15	    1.95	    2.08	    2.15
05/05/1995	    2.08	    1.95	    1.95	    2.07
05/06/1995	    1.95	    1.95	    1.92	    1.95
05/07/1995	    1.92	    1.92	    1.92	    1.92
05/08/1995	   37.60	    1.92	    1.92	    2.62
05/09/1995	  139.74	    1.92	   37.60	    3.59
05/10/1995	  228.83	    9.19	   11.40	    4.91
05/11/1995	   11.40	    9.19	    9.19	    6.72
05/12/1995	    9.19	    9.19	    9.19	    9.19
05/13/1995	   47.73	    8.42	    9.19	    8.52
05/14/1995	   11.61	    8.42	    8.42	    7.90
05/15/1995	    8.42	    8.42	    7.80	    7.32
05/16/1995	    7.80	    6.08	    7.09	    6.79
05/17/1995	    7.09	    6.08	    6.08	    6.29
05/18/1995	    6.08	    6.08	    5.46	    5.83
05/19/1995	    5.46	    4.49	    4.89	    5.40
05/20/1995	    4.89	    4.49	    4.49	    4.89
05/21/1995	    4.49	    4.49	    4.30	    4.49
05/22/1995	    4.30	    4.30	    4.30	    4.30
05/23/1995	    4.39	    4.30	    4.30	    4.10
05/24/1995	    4.35	    4.30	    3.82	    3.90
05/25/1995	    3.82	    3.54	    3.54	    3.72
05/26/1995	    3.54	    3.54	    3.54	    3.54
05/27/1995	    7.98	    3.54	    3.54	    3.55
05/28/1995	    9.72	    3.97	    4.78	    3.57
05/29/1995	    4.78	    3.97	    3.97	    3.58
05/30/1995	    3.97	    3.97	    3.68	    3.60
05/31/1995	    3.68	    3.63	    3.63	    3.61
06/01/1995	    3.63	    3.63	    3.63	    3.63
06/02/1995	    3.67	    3.63	    3.63	    3.55
06/03/1995	    3.69	    3.33	    3.40	    3.48
06/04/1995	    3.40	    3.33	    3.33	    3.40
06/05/1995	    3.33	    3.33	    3.33	    3.33
06/06/1995	    3.91	    3.38	    3.33	    3.30
06/07/1995	    3.78	    3.38	    3.38	    3.27
06/08/1995	    3.38	    3.38	    3.21	    3.24
06/09/1995	    3.21	    3.21	    3.21	    3.21
06/10/1995	    3.24	    3.21	    3.21	    3.15
06/11/1995	    3.21	    3.21	    3.02	    3.08
06/12/1995	    3.02	    2.92	    3.02	    3.02
06/13/1995	    3.03	    2.92	    2.92	    2.92
06/14/1995	    2.92	    2.92	    2.74	    2.83
06/15/1995	    2.74	    2.74	    2.74	    2.74
06/16/1995	    2.80	    2.74	    2.74	    2.69
06/17/1995	    2.81	    2.74	    2.73	    2.64
06/18/1995	    2.73	    2.51	    2.59	    2.60
06/19/1995	    2.59	    2.51	    2.51	    2.56
06/20/1995	    2.51	    2.51	    2.51	    2.51
06/21/1995	    2.60	    2.40	    2.40	    2.46
06/22/1995	    2.40	    2.40	    2.40	    2.40
06/23/1995	    2.47	    2.40	    2.40	    2.47
06/24/1995	   10.00	   10.00	    2.47	    2.72
06/25/1995	   16.00	   10.00	   10.00	    2.89
06/26/1995	   20.00	   10.00	   16.00	    3.07
06/27/1995	   20.00	    6.68	    7.60	    3.27
06/28/1995	    7.60	    6.68	    6.68	    3.47
06/29/1995	    6.68	    6.68	    5.53	    3.70
06/30/1995	    5.53	    4.79	    5.16	    3.93
07/01/1995	    5.16	    4.79	    4.79	    4.18
07/02/1995	    4.79	    4.79	    4.73	    4.45
07/03/1995	    4.73	    4.73	    4.73	    4.73
07/04/1995	    4.88	    4.73	    4.73	    4.42
07/05/1995	   10.00	    4.73	    4.36	    4.13
07/06/1995	    4.36	    2.99	    3.23	    3.86
07/07/1995	    3.23	    2.99	    2.99	    3.23
07/08/1995	    2.99	    2.99	    2.95	    2.99
07/09/1995	    2.95	    2.59	    2.71	    2.95
07/10/1995	    2.71	    2.59	    2.59	    2.71
07/11/1995	    2.59	    2.59	    2.58	    2.59
07/12/1995	    2.58	    2.58	    2.58	    2.58
07/13/1995	    2.63	    2.58	    2.58	    2.59
07/14/1995	    2.61	    2.58	    2.61	    2.61
07/15/1995	    2.68	    2.68	    2.61	    2.59
07/16/1995	    3.05	    2.68	    2.68	    2.57
07/17/1995	    2.88	    2.68	    2.60	    2.55
07/18/1995	    2.60	    2.52	    2.52	    2.54
07/19/1995	    2.52	    2.52	    2.52	    2.52
07/20/1995	    2.62	    2.52	    2.52	    2.52
07/21/1995	    2.61	    2.54	    2.54	    2.53
07/22/1995	    2.54	    2.54	    2.54	    2.54
07/23/1995	    2.54	    2.54	    2.44	    2.47
07/24/1995	    2.44	    2.28	    2.36	    2.40
07/25/1995	    2.36	    2.28	    2.28	    2.34
07/26/1995	    2.28	    2.28	    2.28	    2.28
07/27/1995	   39.36	    4.43	    2.28	    2.46
07/28/1995	   49.44	    4.43	    4.43	    2.67
07/29/1995	    4.43	    4.43	    3.68	    2.88
07/30/1995	    3.68	    3.38	    3.38	    3.12
07/31/1995	    3.38	    3.38	    3.38	    3.38
08/01/1995	    3.39	    3.38	    3.26	    3.32
08/02/1995	    3.26	    3.17	    3.26	    3.26
08/03/1995	    3.29	    3.17	    3.17	    3.12
08/04/1995	    3.17	    3.17	    2.87	    2.99
08/05/1995	    2.87	    2.87	    2.87	    2.87
08/06/1995	   67.11	    2.87	    2.87	    3.28
08/07/1995	  379.21	    2.87	   15.56	    3.76
08/08/1995	   15.56	    4.93	    4.93	    4.31
08/09/1995	    4.93	    4.93	    4.93	    4.93
08/10/1995	    5.27	    4.93	    4.93	    4.45
08/11/1995	    5.25	    3.16	    3.70	    4.02
08/12/1995	    3.70	    3.16	    3.16	    3.63
08/13/1995	    3.16	    3.16	    3.00	    3.16
08/14/1995	    3.00	    2.68	    2.68	    2.97
08/15/1995	    2.68	    2.68	    2.68	    2.68
08/16/1995	    2.70	    2.68	    2.68	    2.59
08/17/1995	    2.87	    2.52	    2.65	    2.51
08/18/1995	    2.65	    2.52	    2.52	    2.43
08/19/1995	    2.52	    2.52	    2.29	    2.35
08/20/1995	    2.29	    2.20	    2.20	    2.28
08/21/1995	    2.20	    2.20	    2.20	    2.20
08/22/1995	    2.39	    2.20	    2.20	    2.21
08/23/1995	    2.43	    2.22	    2.22	    2.22
08/24/1995	    2.22	    2.22	    2.22	    2.22
08/25/1995	    2.37	    2.22	    2.22	    2.23
08/26/1995	    2.24	    2.24	    2.24	    2.23
08/27/1995	    2.24	    2.24	    2.24	    2.24
08/28/1995	    5.13	    2.24	    2.24	    2.31
08/29/1995	   18.23	    2.92	    4.32	    2.39
08/30/1995	    4.32	    2.92	    2.92	    2.47
08/31/1995	    2.92	    2.92	    2.64	    2.55
09/01/1995	    2.64	    2.64	    2.64	    2.64
09/02/1995	    2.81	    2.64	    2.64	    2.61
09/03/1995	    3.03	    2.64	    2.81	    2.59
09/04/1995	    2.84	    2.54	    2.54	    2.57
09/05/1995	    2.54	    2.54	    2.54	    2.54
09/06/1995	    2.97	    2.54	    2.54	    2.52
09/07/1995	    6.20	    3.06	    2.97	    2.49
09/08/1995	    3.31	    3.06	    3.06	    2.47
09/09/1995	    3.06	    3.06	    2.91	    2.44
09/10/1995	    2.91	    2.73	    2.83	    2.42
09/11/1995	    2.83	    2.73	    2.73	    2.39
09/12/1995	    2.73	    2.73	    2.61	    2.37
09/13/1995	    2.61	    2.30	    2.37	    2.34
09/14/1995	    2.37	    2.30	    2.30	    2.32
09/15/1995	    2.30	    2.30	    2.30	    2.30
09/16/1995	    2.82	    2.82	    2.30	    2.26
09/17/1995	    3.71	    2.82	    2.82	    2.22
09/18/1995	    4.56	    2.82	    3.71	    2.19
09/19/1995	    7.93	    4.03	    4.56	    2.15
09/20/1995	    9.94	    4.03	    4.03	    2.12
09/21/1995	    4.03	    4.03	    2.24	    2.08
09/22/1995	    2.24	    1.98	    2.09	    2.05
09/23/1995	    2.09	    1.98	    1.98	    2.02
09/24/1995	    1.98	    1.98	    1.98	    1.98
09/25/1995	    2.11	    1.87	    1.98	    1.95
09/26/1995	    2.14	    1.87	    1.87	    1.92
09/27/1995	    1.87	    1.87	    1.86	    1.87
09/28/1995	    1.86	    1.86	    1.86	    1.86
09/29/1995	    1.90	    1.86	    1.86	    1.86
09/30/1995	    2.25	    1.86	    1.90	    1.86
